2021.24,139753.29,-115679.26,91127.02,-114694.98,-63474.85,-105338.91,14782.23,-131144.22,-28443.2,-128868.82,42597.48,-36211.1,-24118.28,75295.68,-88698.93,-121643.55,70448.59,30649.8,-82482.26,60028.76,126833.1,-31807.2,117349.3,-66880.81,88584.99,55775.01,-36749.34,47881.03,-40280.36,-73819.85,-47007.61,-54557.16,45292.79,-63595.53,-99853.24,162434.03,-43890.96,-39330.01,95570.64,-26896.2,37282.09,-98489.81,-47951.95,10599.4,59336.42,49227.02,-121902.48,-28757.35,93477.99,111227.74,46599.18,-60983.54,-6757.28,86617.48,-24063.84,-94941.41,85059.26,105324.78,46677.52,-79677.92,80278.63,17724.27,-121260.16,136920.34,31903.09,102220.97,61116.22,101669.97,-83355.03,102114.93,-54037.17,-47159.76,113234.25,-16224.23,-120767.51,-92272.37,-110851.03,21769.28,-52219.12,-117793.15,47883.88,-43859.27,125168.72,117007.42,67980.87,-75305.9
2025.04,139751.84,-115676.69,91128.02,-114698.2,-63450.48,-105326.8,14789.18,-131136.82,-28450.71,-128868.82,42617.41,-36208.65,-24110.6,75286.93,-88714.53,-121649.31,70431.55,30644.61,-82468.05,60025.04,126821.16,-31794.33,117358.93,-66886.45,88585.42,55753.09,-36721.58,47887.47,-40280.83,-73797.69,-46997.7,-54537.85,45300.11,-63585,-99840.34,162444.52,-43888.64,-39330.03,95576.38,-26893.46,37300.06,-98492.89,-47966.15,10597.11,59366.13,49224.18,-121902.24,-28779.16,93456.55,111220.18,46591.92,-61001.44,-6756.07,86629.91,-24066.81,-94943.97,85036.09,105326.17,46673.04,-79690.14,80241.37,17742.66,-121246.63,136898.38,31901.67,102240.98,61089.06,101651.28,-83350.14,102122.45,-54060.52,-47160.77,113236.78,-16232.86,-120765.49,-92288.25,-110847.87,21768.52,-52210.08,-117790.86,47880.28,-43847.04,125192.21,116975.36,67968.01,-75303.27
2029.19,139724.91,-115676.93,91104.77,-114712.01,-63445.44,-105328.18,14784.56,-131145.41,-28522.65,-128869.82,42623.42,-36205.05,-24117.92,75276.23,-88709.71,-121652,70436.91,30633.87,-82468.79,60050.02,126782.48,-31804.49,117368.79,-66902.38,88587.51,55768.83,-36714.03,47894.68,-40280.22,-73780.23,-46993.02,-54517.2,45276.82,-63583.86,-99840.23,162447.84,-43885.55,-39332.39,95564.88,-26895.36,37288.68,-98492.41,-47965.29,10597.28,59389.49,49223.03,-121910.94,-28789.73,93453.95,111202.94,46593.37,-60997.69,-6749.27,86661.63,-24069.93,-94947.33,85026.19,105319.17,46671.15,-79674.99,80206.81,17755.43,-121252.89,136888.98,31910.44,102233.91,61090.94,101630.51,-83363.54,102126.6,-54077.93,-47158.21,113233.34,-16226.38,-120773.05,-92296.33,-110855.11,21773.65,-52209.72,-117794.13,47880.04,-43850.28,125193.59,116969.93,67956.76,-75293.05
2033.66,139686.41,-115667.47,91088.91,-114707.83,-63473.65,-105329.45,14784.59,-131138.57,-28512.32,-128869.82,42628.37,-36226.5,-24114.78,75282.65,-88706.51,-121654.17,70434.33,30642.57,-82472.7,60071.19,126780.86,-31805.75,117360.48,-66908.09,88592.68,55776.08,-36733.18,47894,-40277.91,-73794.6,-46995.92,-54531.06,45278.98,-63579.47,-99860.61,162446.73,-43887.62,-39327.95,95562.49,-26899.37,37294.22,-98493.29,-47973.04,10588.64,59398.84,49223.62,-121910.67,-28779.76,93414.6,111195.66,46597.78,-61025.14,-6721.31,86666.13,-24071.7,-94944.37,84998.05,105314.39,46669.09,-79629.46,80175.58,17772.09,-121270.7,136884.91,31912.8,102225.76,61096.47,101614.21,-83363.29,102139.28,-54046.91,-47163.79,113235.31,-16226.38,-120773.15,-92274.44,-110861.94,21772.69,-52234.58,-117794.92,47850.69,-43856.01,125201.73,116940.25,67951.61,-75309.59
2043.4,139681.2,-115669.53,91062.77,-114714.18,-63478.46,-105333.1,14775.79,-131152.85,-28526.07,-128879.66,42632.12,-36237,-24105.49,75273.77,-88701.95,-121652.4,70434.12,30647.41,-82483.62,60041.72,126780,-31812.83,117378.38,-66913.15,88573.97,55773.38,-36744.61,47894.13,-40281.49,-73821.48,-46991.3,-54550.5,45261.63,-63578.49,-99864.21,162439.16,-43886.18,-39335.88,95567.94,-26903.6,37294.78,-98488.14,-47966.74,10590.43,59422.96,49212.25,-121900.74,-28776.82,93408.89,111186.23,46593.45,-61060.09,-6679.84,86688.63,-24075.21,-94942.42,84959.95,105314.36,46676.98,-79582.11,80171.14,17784.45,-121267.23,136862.8,31926.19,102225.23,61093.68,101594.02,-83371.68,102154.3,-54021.54,-47155.04,113231.32,-16229.62,-120782.92,-92261.67,-110858.77,21769.29,-52236.65,-117788.79,47867.41,-43860.7,125229.37,116924.05,67925.01,-75306.25
2045.01,139681.69,-115666.24,91050.39,-114704.59,-63481.3,-105338.27,14786.16,-131155.08,-28543.33,-128872.08,42641.26,-36234.98,-24109.73,75270.44,-88686.56,-121651.58,70435.4,30647,-82470.25,60053.8,126763.61,-31817.34,117390.9,-66908.42,88588.76,55762.02,-36762.24,47899.82,-40277.87,-73825.13,-46988.13,-54568.76,45270.75,-63609.15,-99864.17,162429.93,-43900.5,-39340.13,95557.53,-26911.62,37292.92,-98490.01,-47972.38,10591.83,59440.19,49208.72,-121916.04,-28770.74,93372.89,111181.41,46593.49,-61079.69,-6656.22,86722.4,-24073.74,-94941.24,84919.77,105311.12,46685.49,-79526.27,80125.56,17785.11,-121272.41,136841.06,31928.95,102226.9,61085.51,101576.71,-83370.54,102176.05,-53995.09,-47171.08,113242.96,-16233.22,-120793.18,-92281.37,-110865.83,21770.85,-52247.23,-117794.06,47865.9,-43865.63,125246.62,116920.5,67901.52,-75309.57
2049.95,139666.82,-115669.82,91053.85,-114704.36,-63491.9,-105345.37,14778.65,-131154.16,-28533.09,-128876.75,42655.73,-36245.47,-24097.22,75246.26,-88668.84,-121647.09,70425.82,30642.81,-82501.38,60038.88,126739.82,-31844.85,117393.51,-66916.33,88610.98,55763.08,-36784.57,47895.1,-40275.48,-73838.5,-46990.07,-54578.48,45256.31,-63603.05,-99874.48,162416.36,-43884.53,-39337.43,95554.44,-26917.44,37297.4,-98483.19,-47961.36,10586.08,59461.33,49210.48,-121909.17,-28754.39,93335.41,111181.53,46578.26,-61110.34,-6635.01,86764.33,-24075.43,-94938.17,84910.42,105309.29,46667.81,-79478.23,80073.97,17798.07,-121270.87,136822.62,31934.27,102232.52,61075.55,101570.26,-83369.52,102170.92,-53961.63,-47176.18,113245.13,-16226.38,-120787.88,-92290.48,-110877.44,21769.8,-52258.76,-117797.95,47868.17,-43868.11,125248.63,116888.8,67881.17,-75309.58
2061.44,139664.52,-115668.62,91062.38,-114705.46,-63534.17,-105350.96,14773.69,-131155.35,-28536.37,-128885.73,42664.12,-36248.41,-24097.58,75240.56,-88656.45,-121644.39,70435.28,30648.26,-82507.42,60049.65,126743.89,-31847.23,117378.35,-66922.21,88616.7,55768.53,-36789.62,47898.4,-40283.01,-73861.58,-46990.95,-54614.8,45258.75,-63628.89,-99866.88,162418.71,-43878.23,-39347.45,95548.42,-26918.58,37302.74,-98491.28,-47963.32,10582.65,59490.16,49205.18,-121901.35,-28743.94,93338.7,111179.72,46569.57,-61129.9,-6599.74,86776.69,-24076.43,-94939.46,84892.67,105302.9,46680.43,-79427.34,80055.36,17800.36,-121284.54,136812.43,31934.1,102235.96,61076.17,101551.24,-83380.69,102174.15,-53938.98,-47182.91,113239.4,-16217.02,-120789.8,-92283.09,-110881.05,21763.38,-52277.61,-117800.18,47864.42,-43887.02,125248.48,116906.46,67867.24,-75316.6
2064.81,139634.85,-115669.95,91044.44,-114706.52,-63534.29,-105358.89,14781.53,-131152.92,-28536.46,-128882.17,42667.48,-36247.04,-24096.07,75235.42,-88651.13,-121643.23,70426.98,30647.4,-82506.92,60044.61,126740.82,-31854.75,117368.69,-66915.85,88611.11,55761.09,-36805.42,47905.02,-40286.69,-73869.55,-46995.1,-54623.17,45249.32,-63630.88,-99869.5,162411.26,-43887.98,-39354.51,95534.89,-26920.07,37304.24,-98504.66,-47986.47,10577.19,59510.88,49200.24,-121896.3,-28735.75,93319.97,111180.57,46566.55,-61145.64,-6567.74,86801.02,-24076.56,-94958.66,84878.41,105308.72,46677.74,-79369.57,80027.06,17817.54,-121293.63,136793.41,31936.32,102223.64,61109.72,101524.11,-83380.64,102176.77,-53922.35,-47180.42,113235.21,-16210.52,-120798.17,-92271,-110875.81,21762.38,-52282.43,-117792.54,47862.04,-43882.86,125244.92,116872.57,67849.02,-75324.82
2075.34,139600,-115673.71,91042.71,-114705.93,-63555.98,-105364.95,14781.68,-131152.44,-28533.83,-128881.19,42683.21,-36254.64,-24092.85,75237.05,-88634.93,-121639.17,70425.51,30656.05,-82514.92,60053.63,126719.78,-31867.16,117373.27,-66923.09,88616.02,55769.03,-36826.35,47924.28,-40278.04,-73881.55,-46987.02,-54701.99,45256.1,-63633.74,-99873.7,162406.74,-43885.71,-39338.01,95520.33,-26923.59,37308.25,-98505.26,-47988.81,10574.22,59527.2,49210,-121907.98,-28721.02,93286.39,111174.82,46559.96,-61179.86,-6544.4,86808.96,-24077.23,-94960.43,84855.49,105306.44,46691.41,-79312.95,79992.3,17816.2,-121301.77,136792.23,31944.22,102222.64,61083.16,101520.76,-83380.89,102196.91,-53870.73,-47179.55,113264.01,-16216.13,-120793.25,-92290.52,-110881,21759.58,-52303.65,-117794.28,47866.81,-43881.05,125248.75,116852.67,67832.11,-75317.69
