53.7,159.08,294.41,243.44,304.87,186.37,254.29,24.67,373.82,71.39,336.28,327,38.76,166.96,226.23,246.7,300.06,443.68,58.5,199.74,122.99,288.73,147.27,300.1,105.08,100.12,114.11,111.72,284.71,47.13,177.55,278.83,187.12,145.8,227.62,245.91,155.46,262.92,115.05,361.62,25.84,50.43,212.51,152.31,87.76,271.66,257.32,341.75,31.5,168.02,325.42,150.92,231.45,49.3,283.91,4.86,165.62,216.99,324.07,190.52,260.86,172.81,114.67,325.58,252.16,170.92,244.92,148.26,236.54,254.96,340.69,354.89,129.65,309.87,105.16,448.6,142.02,265.48,108.4,245.79,287.87,111.69,121.71,221.62,185.32,235.44,251.53
53.72,159.13,294.39,243.47,304.83,186.41,254.29,24.7,373.82,71.42,336.28,326.98,38.79,166.95,226.28,246.63,300.1,443.72,58.5,199.78,123,288.75,147.25,300.07,105.12,100.13,114.1,111.66,284.73,47.13,177.54,278.74,187.17,145.79,227.61,245.88,155.46,262.92,115.07,361.63,25.84,50.43,212.51,152.34,87.71,271.57,257.32,341.74,31.49,168.04,325.45,150.93,231.41,49.31,283.88,4.84,165.63,217,324.06,190.52,260.86,172.79,114.67,325.51,252.21,170.93,244.9,148.27,236.56,254.97,340.65,354.93,129.68,309.86,105.16,448.6,141.99,265.49,108.41,245.8,287.88,111.69,121.7,221.61,185.34,235.44,251.55
53.68,159.15,294.38,243.48,304.8,186.42,254.29,24.71,373.85,71.67,336.3,326.95,38.78,166.93,226.3,246.62,300.1,443.71,58.48,199.81,123.05,288.82,147.24,300.06,105.14,100.15,114.13,111.68,284.68,47.13,177.59,278.73,187.17,145.79,227.61,245.9,155.44,262.94,115.08,361.64,25.84,50.4,212.47,152.38,87.74,271.5,257.31,341.76,31.46,168.07,325.5,150.93,231.41,49.27,283.78,4.81,165.64,217.04,324.07,190.47,260.92,172.8,114.67,325.53,252.22,170.93,244.92,148.28,236.54,254.98,340.63,354.99,129.69,309.86,105.15,448.56,141.97,265.47,108.41,245.78,287.86,111.68,121.71,221.63,185.32,235.43,251.55
53.68,159.13,294.33,243.51,304.79,186.36,254.29,24.71,373.81,71.71,336.3,326.97,38.79,166.94,226.32,246.63,300.12,443.72,58.49,199.81,123.09,288.83,147.22,300.06,105.18,100.13,114.15,111.71,284.69,47.12,177.55,278.75,187.17,145.81,227.59,245.91,155.41,262.96,115.07,361.66,25.82,50.41,212.47,152.35,87.75,271.48,257.33,341.72,31.45,168.19,325.52,150.95,231.39,49.28,283.72,4.79,165.65,217.08,324.08,190.46,261.09,172.83,114.67,325.61,252.22,170.93,244.91,148.28,236.56,254.97,340.59,355.03,129.69,309.86,105.15,448.55,141.98,265.45,108.39,245.77,287.86,111.67,121.72,221.6,185.35,235.49,251.57
53.66,159.15,294.31,243.48,304.76,186.35,254.3,24.7,373.82,71.72,336.33,326.95,38.81,166.91,226.34,246.7,300.12,443.72,58.51,199.78,123.1,288.83,147.22,300.03,105.17,100.15,114.17,111.72,284.71,47.13,177.57,278.78,187.14,145.81,227.6,245.92,155.37,262.94,115.07,361.64,25.82,50.41,212.48,152.35,87.73,271.42,257.4,341.67,31.51,168.2,325.54,150.98,231.39,49.3,283.66,4.78,165.61,217.09,324.07,190.42,261.23,172.88,114.66,325.6,252.27,170.91,244.93,148.25,236.56,254.98,340.54,355.04,129.69,309.87,105.17,448.51,142,265.41,108.39,245.76,287.85,111.71,121.7,221.6,185.38,235.47,251.55
53.64,159.14,294.29,243.52,304.72,186.36,254.31,24.72,373.83,71.72,336.3,326.96,38.77,166.94,226.34,246.77,300.11,443.71,58.51,199.75,123.09,288.86,147.22,299.99,105.16,100.16,114.2,111.66,284.7,47.14,177.54,278.82,187.12,145.8,227.57,245.91,155.35,262.95,115.07,361.67,25.83,50.4,212.48,152.36,87.75,271.38,257.4,341.68,31.56,168.25,325.56,150.96,231.3,49.31,283.62,4.8,165.6,217.13,324.09,190.42,261.38,172.95,114.64,325.65,252.29,170.91,244.92,148.25,236.58,254.96,340.49,355.04,129.73,309.85,105.17,448.49,142.11,265.4,108.38,245.75,287.86,111.7,121.71,221.59,185.43,235.51,251.53
53.68,159.19,294.28,243.5,304.73,186.33,254.27,24.71,373.8,71.74,336.31,326.93,38.78,166.94,226.37,246.81,300.08,443.74,58.5,199.75,123.1,288.91,147.25,299.99,105.17,100.2,114.2,111.67,284.73,47.12,177.5,278.84,187.11,145.79,227.53,245.89,155.32,262.91,115.05,361.68,25.82,50.38,212.48,152.34,87.76,271.33,257.36,341.63,31.58,168.31,325.56,150.92,231.26,49.28,283.55,4.78,165.61,217.14,324.1,190.4,261.56,172.97,114.59,325.64,252.31,170.92,244.91,148.26,236.58,254.95,340.5,355.06,129.73,309.84,105.15,448.51,142.14,265.41,108.39,245.71,287.88,111.68,121.71,221.59,185.44,235.57,251.52
53.65,159.24,294.28,243.5,304.71,186.31,254.2,24.71,373.79,71.73,336.35,326.93,38.74,166.96,226.36,246.9,300.05,443.7,58.54,199.77,123.14,288.91,147.24,300.01,105.17,100.2,114.24,111.68,284.69,47.14,177.44,278.84,187.12,145.8,227.5,245.9,155.31,262.89,115.08,361.72,25.78,50.37,212.48,152.37,87.74,271.26,257.4,341.62,31.63,168.35,325.58,150.99,231.24,49.3,283.55,4.77,165.59,217.16,324.11,190.4,261.69,172.99,114.59,325.72,252.32,170.9,244.93,148.26,236.61,254.95,340.48,355.05,129.71,309.85,105.14,448.5,142.18,265.3,108.35,245.69,287.9,111.71,121.68,221.58,185.48,235.59,251.51
53.65,159.31,294.29,243.52,304.68,186.32,254.16,24.74,373.76,71.74,336.32,326.92,38.72,166.97,226.35,246.94,300.03,443.73,58.53,199.74,123.13,288.91,147.23,300.03,105.16,100.18,114.22,111.62,284.72,47.16,177.42,278.85,187.05,145.79,227.44,245.9,155.26,262.89,115.08,361.76,25.77,50.36,212.5,152.38,87.74,271.18,257.4,341.59,31.66,168.35,325.58,150.96,231.2,49.32,283.45,4.79,165.62,217.18,324.09,190.4,261.78,173.04,114.6,325.74,252.35,170.89,244.94,148.25,236.61,254.93,340.48,355.09,129.7,309.87,105.13,448.49,142.23,265.26,108.36,245.64,287.9,111.69,121.63,221.59,185.52,235.58,251.52
53.67,159.29,294.29,243.5,304.64,186.26,254.16,24.76,373.75,71.7,336.3,326.92,38.71,166.95,226.35,247.02,300.03,443.72,58.55,199.73,123.12,288.95,147.21,300.02,105.12,100.2,114.28,111.65,284.68,47.14,177.38,278.83,187.12,145.81,227.41,245.85,155.22,262.87,115.05,361.79,25.77,50.36,212.54,152.4,87.75,271.11,257.38,341.59,31.68,168.39,325.6,150.98,231.18,49.34,283.42,4.77,165.61,217.22,324.08,190.39,261.95,173.08,114.58,325.79,252.34,170.87,244.94,148.24,236.63,254.96,340.41,355.12,129.7,309.77,105.16,448.48,142.27,265.27,108.34,245.63,287.9,111.7,121.64,221.58,185.5,235.59,251.52
53.63,159.31,294.29,243.51,304.61,186.26,254.16,24.74,373.71,71.7,336.29,326.91,38.68,166.97,226.37,247.03,300.04,443.75,58.54,199.73,123.12,288.98,147.23,300,105.17,100.18,114.29,111.66,284.67,47.15,177.33,278.82,187.11,145.79,227.42,245.84,155.16,262.88,115.04,361.77,25.78,50.34,212.53,152.4,87.76,271.03,257.4,341.58,31.74,168.45,325.67,150.94,231.12,49.34,283.37,4.81,165.63,217.24,324.1,190.38,262.13,173.12,114.58,325.8,252.35,170.86,244.93,148.26,236.64,254.9,340.39,355.15,129.7,309.78,105.18,448.5,142.27,265.25,108.36,245.6,287.9,111.73,121.64,221.59,185.54,235.64,251.54
